@relation 'MOA: -C 7'

@attribute a_7 numeric
@attribute a_8 numeric
@attribute a_9 numeric
@attribute class0- {0,1}
@attribute class1- {0,1}
@attribute class2- {0,1}
@attribute class3- {0,1}
@attribute class4- {0,1}
@attribute class5- {0,1}
@attribute class6- {0,1}

@data
0.633677,0.195156,0.17944,1,0,0,0,0,0,0
0.626077,0.861532,0.688309,0,1,1,0,0,0,0
0.378286,0.716718,0.721665,0,0,0,1,0,0,0
0.591027,0.763066,0.709143,0,1,1,0,0,0,0
0.498074,0.530256,0.287208,0,0,0,0,1,0,0
0.558642,0.786906,0.594424,0,1,1,0,0,0,0
0.694327,0.766163,0.642316,0,1,1,0,0,0,0
0.605954,0.748791,0.693603,0,1,1,0,0,0,0
0.57107,0.653842,0.596152,0,1,1,0,0,0,0
0.407314,0.641184,0.896829,0,0,0,1,0,0,0
0.480333,0.241079,0.29999,1,0,0,0,0,0,0
0.66631,0.787964,0.604757,0,1,1,0,0,0,0
0.264071,0.743816,0.786589,0,0,0,1,0,0,0
0.679398,0.658457,0.489796,0,0,1,0,0,0,0
0.594668,0.781332,0.638183,0,1,1,0,0,0,0
0.34794,0.678602,0.745075,0,0,0,1,0,0,0
0.547991,0.242174,0.354337,1,0,0,0,0,0,0
0.431378,0.728202,0.905907,0,0,0,1,0,0,0
0.332055,0.534668,0.298889,0,0,0,0,1,0,0
0.436954,0.470515,0.352332,0,0,0,0,1,0,0
0.661065,0.526699,0.300279,0,0,0,0,1,0,0
0.597972,0.227685,0.261138,1,0,0,0,0,0,0
0.648992,0.748966,0.689246,0,1,1,0,0,0,0
0.602015,0.176174,0.321337,1,0,0,0,0,0,0
0.1735,0.75855,0.737339,0,0,0,1,0,0,0
0.604493,0.65358,0.347475,0,0,0,0,1,0,0
0.671489,0.197587,0.299492,1,0,0,0,0,0,0
0.597635,0.748023,0.691544,0,1,1,0,0,0,0
0.584413,0.889077,0.517646,0,0,1,0,0,0,0
0.370907,0.686267,0.323076,0,0,0,0,1,0,0
0.7304,0.367393,0.270717,1,0,0,0,0,0,0
0.18147,0.683078,0.731649,0,0,0,1,0,0,0
0.731297,0.286047,0.289089,1,0,0,0,0,0,0
0.19258,0.724335,0.865838,0,0,0,1,0,0,0
0.43071,0.43238,0.36228,0,0,0,0,1,0,0
0.754679,0.236702,0.304925,1,0,0,0,0,0,0
0.477315,0.683025,0.235042,0,0,0,0,1,0,0
0.647116,0.937693,0.540092,0,0,1,0,0,0,0
0.579744,0.752055,0.722282,0,1,1,0,0,0,0
0.774068,0.316244,0.255049,1,0,0,0,0,0,0
0.676222,0.526103,0.281342,0,0,0,0,1,0,0
0.322709,0.687307,0.749854,0,0,0,1,0,0,0
0.293789,0.678411,0.741439,0,0,0,1,0,0,0
0.627969,0.905595,0.615534,0,1,1,0,0,0,0
0.495823,0.452952,0.366376,0,0,0,0,1,0,0
0.800091,0.221955,0.277712,1,0,0,0,0,0,0
0.577219,0.219292,0.393579,1,0,0,0,0,0,0
0.701525,0.78088,0.746312,0,1,1,0,0,0,0
0.663648,0.241854,0.22379,1,0,0,0,0,0,0
0.579354,0.75068,0.603742,0,1,1,0,0,0,0
0.670227,0.816194,0.717706,0,1,1,0,0,0,0
0.361231,0.687397,0.736873,0,0,0,1,0,0,0
0.312866,0.692307,0.718859,0,0,0,1,0,0,0
0.492601,0.751043,0.701456,0,1,1,1,0,0,0
0.544387,0.206923,0.267091,1,0,0,0,0,0,0
0.672559,0.838032,0.533759,0,1,1,0,0,0,0
0.743326,0.86055,0.729723,0,1,1,0,0,0,0
0.6657,0.780927,0.659998,0,1,1,0,0,0,0
0.598048,0.589856,0.254205,0,0,0,0,1,0,0
0.274285,0.677597,0.742679,0,0,0,1,0,0,0
0.500076,0.539428,0.187111,0,0,0,0,1,0,0
0.383688,0.699434,0.742369,0,0,0,1,0,0,0
0.575335,0.201302,0.378798,1,0,0,0,0,0,0
0.560735,0.851708,0.617588,0,1,1,0,0,0,0
0.788998,0.864689,0.583212,0,0,1,0,0,0,0
0.57843,0.745321,0.683989,0,1,1,0,0,0,0
0.437804,0.700012,0.323437,0,0,0,0,1,0,0
0.50294,0.670542,0.619046,0,1,1,0,0,0,0
0.680927,0.727098,0.519741,0,1,1,0,0,0,0
0.663187,0.206879,0.254212,1,0,0,0,0,0,0
0.703307,0.173678,0.217648,1,0,0,0,0,0,0
0.538992,0.211517,0.296414,1,0,0,0,0,0,0
0.647867,0.22927,0.261345,1,0,0,0,0,0,0
0.567382,0.232869,0.261482,1,0,0,0,0,0,0
0.785115,0.783927,0.582879,0,0,1,0,0,0,0
0.655842,0.787183,0.603868,0,1,1,0,0,0,0
0.375296,0.67749,0.752852,0,0,0,1,0,0,0
0.590503,0.526195,0.287269,0,0,0,0,1,0,0
0.705764,0.790061,0.597423,0,1,1,0,0,0,0
0.698803,0.227999,0.267467,1,0,0,0,0,0,0
0.333671,0.687175,0.772807,0,0,0,1,0,0,0
0.649338,0.217506,0.271972,1,0,0,0,0,0,0
0.630695,0.889954,0.646244,0,1,1,0,0,0,0
0.56685,0.802047,0.669713,0,1,1,0,0,0,0
0.710941,0.286918,0.182206,1,0,0,0,0,0,0
0.310878,0.676977,0.743935,0,0,0,1,0,0,0
0.229351,0.685661,0.751081,0,0,0,1,0,0,0
0.574852,0.830886,0.650206,0,1,1,0,0,0,0
0.540573,0.701457,0.709303,0,1,1,0,0,0,0
0.589239,0.719089,0.682736,0,1,1,0,0,0,0
0.622291,0.883238,0.439758,0,0,1,0,0,0,0
0.275044,0.683477,0.742429,0,0,0,1,0,0,0
0.785671,0.343444,0.234009,1,0,0,0,0,0,0
0.741301,0.100832,0.180497,1,0,0,0,0,0,0
0.490673,0.499396,0.30121,0,0,0,0,1,0,0
0.598549,0.747944,0.691986,0,1,1,0,0,0,0
0.208931,0.68891,0.733526,0,0,0,1,0,0,0
0.650494,0.514192,0.255999,0,0,0,0,1,0,0
0.566243,0.236976,0.279296,1,0,0,0,0,0,0
0.722827,0.78109,0.541585,0,1,1,0,0,0,0
0.462053,0.713969,0.216875,0,0,0,0,1,0,0
0.446617,0.765426,0.673087,0,1,0,1,0,0,0
0.632815,0.697735,0.692202,0,1,1,0,0,0,0
0.505295,0.530906,0.292358,0,0,0,0,1,0,0
0.671969,0.23828,0.264887,1,0,0,0,0,0,0
0.381952,0.474675,0.373589,0,0,0,0,1,0,0
0.667226,0.777814,0.824586,0,1,0,0,0,0,0
0.307708,0.651877,0.749331,0,0,0,1,0,0,0
0.721273,0.250685,0.273763,1,0,0,0,0,0,0
0.811579,0.256062,0.221591,1,0,0,0,0,0,0
0.420394,0.475182,0.284839,0,0,0,0,1,0,0
0.378276,0.520063,0.283551,0,0,0,0,1,0,0
0.3663,0.698078,0.772052,0,0,0,1,0,0,0
0.39746,0.653845,0.873188,0,0,0,1,0,0,0
0.519036,0.531758,0.282728,0,0,0,0,1,0,0
0.463167,0.607651,0.324187,0,0,0,0,1,0,0
0.457315,0.682409,0.669108,0,1,0,1,0,0,0
0.549565,0.393027,0.333912,0,0,0,0,1,0,0
0.263992,0.711606,0.785141,0,0,0,1,0,0,0
0.54947,0.775617,0.712535,0,1,1,0,0,0,0
0.469561,0.716629,0.83768,0,1,0,1,0,0,0
0.751574,0.762188,0.590201,0,1,1,0,0,0,0
0.695613,0.753808,0.790449,0,1,1,0,0,0,0
0.608636,0.747761,0.691397,0,1,1,0,0,0,0
0.32213,0.673971,0.752901,0,0,0,1,0,0,0
0.610691,0.771649,0.657357,0,1,1,0,0,0,0
0.345838,0.783986,0.845938,0,0,0,1,0,0,0
0.563074,0.713206,0.754119,0,1,1,0,0,0,0
0.643092,0.752649,0.68534,0,1,1,0,0,0,0
0.676923,0.799752,0.604458,0,1,1,0,0,0,0
0.453538,0.781264,0.651408,0,1,0,1,0,0,0
0.477879,0.723715,0.605983,0,1,1,0,0,0,0
0.7456,0.709473,0.584979,0,1,1,0,0,0,0
0.324405,0.606004,0.258358,0,0,0,0,1,0,0
0.305603,0.673697,0.734872,0,0,0,1,0,0,0
0.500935,0.519873,0.27033,0,0,0,0,1,0,0
0.545263,0.884823,0.76506,0,1,0,0,0,0,0
0.654766,0.218026,0.266689,1,0,0,0,0,0,0
0.748994,0.768912,0.434845,0,0,1,0,0,0,0
0.539152,0.532086,0.342413,0,0,0,0,1,0,0
0.328368,0.626609,0.714412,0,0,0,1,0,0,0
0.32718,0.729362,0.687225,0,0,0,1,0,0,0
0.439426,0.680992,0.75031,0,1,0,1,0,0,0
0.488442,0.83507,0.661452,0,1,1,0,0,0,0
0.333043,0.703601,0.719566,0,0,0,1,0,0,0
0.735017,0.810534,0.733632,0,1,1,0,0,0,0
0.4742,0.690199,0.694044,0,1,0,1,0,0,0
0.694852,0.225511,0.27322,1,0,0,0,0,0,0
0.564284,0.755273,0.636826,0,1,1,0,0,0,0
0.362974,0.570434,0.609174,0,0,0,1,0,0,0
0.690143,0.715292,0.599657,0,1,1,0,0,0,0
0.784102,0.90093,0.621861,0,0,1,0,0,0,0
0.654646,0.219447,0.26163,1,0,0,0,0,0,0
0.327601,0.67693,0.748138,0,0,0,1,0,0,0
0.698604,0.794405,0.655143,0,1,1,0,0,0,0
0.66196,0.628869,0.301489,0,0,0,0,1,0,0
0.311207,0.615515,0.741471,0,0,0,1,0,0,0
0.642014,0.791724,0.602053,0,1,1,0,0,0,0
0.382392,0.698572,0.740534,0,0,0,1,0,0,0
0.710561,0.844708,0.674771,0,1,1,0,0,0,0
0.650703,0.226471,0.262263,1,0,0,0,0,0,0
0.447208,0.550386,0.219943,0,0,0,0,1,0,0
0.56423,0.184076,0.262249,1,0,0,0,0,0,0
0.625618,0.681901,0.565418,0,1,1,0,0,0,0
0.465568,0.537176,0.290882,0,0,0,0,1,0,0
0.837058,0.247821,0.264571,1,0,0,0,0,0,0
0.657992,0.531832,0.287703,0,0,0,0,1,0,0
0.47775,0.541984,0.316497,0,0,0,0,1,0,0
0.22798,0.692929,0.717185,0,0,0,1,0,0,0
0.504606,0.514172,0.312611,0,0,0,0,1,0,0
0.630074,0.738047,0.736139,0,1,1,0,0,0,0
0.543125,0.685008,0.26298,0,0,0,0,1,0,0
0.450376,0.607421,0.746389,0,0,0,1,0,0,0
0.357639,0.565159,0.721683,0,0,0,1,0,0,0
0.376313,0.698468,0.824108,0,0,0,1,0,0,0
0.480159,0.462691,0.349111,0,0,0,0,1,0,0
0.677277,0.506554,0.274807,0,0,0,0,1,0,0
0.635748,0.166038,0.22097,1,0,0,0,0,0,0
0.646113,0.764805,0.580584,0,1,1,0,0,0,0
0.267952,0.691113,0.695995,0,0,0,1,0,0,0
0.55581,0.522188,0.249482,0,0,0,0,1,0,0
0.395511,0.514983,0.242756,0,0,0,0,1,0,0
0.629047,0.664889,0.547183,0,1,1,0,0,0,0
0.760575,0.241513,0.209795,1,0,0,0,0,0,0
0.361912,0.680072,0.811198,0,0,0,1,0,0,0
0.330177,0.772599,0.808716,0,0,0,1,0,0,0
0.638759,0.200935,0.25663,1,0,0,0,0,0,0
0.606105,0.68271,0.725171,0,1,1,0,0,0,0
0.436004,0.684866,0.743667,0,1,0,1,0,0,0
0.646966,0.206388,0.283724,1,0,0,0,0,0,0
0.423666,0.728254,0.658416,0,1,0,1,0,0,0
0.334213,0.719207,0.795138,0,0,0,1,0,0,0
0.451888,0.585878,0.33467,0,0,0,0,1,0,0
0.560135,0.23415,0.13666,1,0,0,0,0,0,0
0.268958,0.705369,0.788618,0,0,0,1,0,0,0
0.616506,0.228463,0.248533,1,0,0,0,0,0,0
0.341975,0.627437,0.24659,0,0,0,0,1,0,0
0.590908,0.557074,0.295884,0,0,0,0,1,0,0
0.589555,0.752178,0.696634,0,1,1,0,0,0,0
0.467483,0.743494,0.687325,0,1,0,1,0,0,0
0.405901,0.537404,0.808801,0,0,0,1,0,0,0
0.576236,0.238884,0.192926,1,0,0,0,0,0,0
0.57698,0.264429,0.141811,1,0,0,0,0,0,0
0.503078,0.798989,0.791835,0,1,0,0,0,0,0
0.634008,0.783686,0.557256,0,1,1,0,0,0,0
0.422341,0.695788,0.693671,0,1,0,1,0,0,0
0.446584,0.488329,0.177931,0,0,0,0,1,0,0
0.737612,0.831412,0.639609,0,1,1,0,0,0,0
0.662233,0.742105,0.847828,0,1,0,0,0,0,0
0.656589,0.78916,0.608208,0,1,1,0,0,0,0
0.245037,0.587863,0.750444,0,0,0,1,0,0,0
0.654329,0.099496,0.182001,1,0,0,0,0,0,0
0.352664,0.545204,0.817274,0,0,0,1,0,0,0
0.540566,0.694804,0.807882,0,1,0,0,0,0,0
0.751139,0.760612,0.691017,0,1,1,0,0,0,0
0.558407,0.574167,0.321097,0,0,0,0,1,0,0
0.632687,0.727527,0.684157,0,1,1,0,0,0,0
0.320852,0.682127,0.7305,0,0,0,1,0,0,0
0.608516,0.235833,0.270941,1,0,0,0,0,0,0
0.362992,0.603336,0.794411,0,0,0,1,0,0,0
0.664714,0.714891,0.713021,0,1,1,0,0,0,0
0.371379,0.48379,0.304623,0,0,0,0,1,0,0
0.2865,0.671453,0.739462,0,0,0,1,0,0,0
0.579495,0.648228,0.65741,0,1,1,0,0,0,0
0.526261,0.433184,0.368012,0,0,0,0,1,0,0
0.528598,0.726545,0.598239,0,1,1,0,0,0,0
0.56773,0.622782,0.430427,0,0,0,0,1,0,0
0.602586,0.749757,0.691989,0,1,1,0,0,0,0
0.656954,0.209992,0.404978,1,0,0,0,0,0,0
0.22984,0.681046,0.907006,0,0,0,1,0,0,0
0.32073,0.674456,0.752088,0,0,0,1,0,0,0
0.4635,0.679767,0.748893,0,1,0,1,0,0,0
0.486945,0.800451,0.533448,0,0,1,0,0,0,0
0.299616,0.676732,0.748232,0,0,0,1,0,0,0
0.650833,0.249254,0.245229,1,0,0,0,0,0,0
0.598216,0.752759,0.688142,0,1,1,0,0,0,0
0.645028,0.207759,0.30834,1,0,0,0,0,0,0
0.641719,0.755769,0.687833,0,1,1,0,0,0,0
0.529289,0.240855,0.185087,1,0,0,0,0,0,0
0.714447,0.051984,0.255392,1,0,0,0,0,0,0
0.717894,0.780578,0.755749,0,1,1,0,0,0,0
0.54576,0.295428,0.269052,1,0,0,0,0,0,0
0.380308,0.70504,0.692563,0,0,0,1,0,0,0
0.816445,0.792164,0.597709,0,0,1,0,0,0,0
0.553845,0.534587,0.286826,0,0,0,0,1,0,0
0.777126,0.792441,0.594019,0,0,1,0,0,0,0
0.718332,0.259847,0.276133,1,0,0,0,0,0,0
0.778372,0.739017,0.677878,0,1,1,0,0,0,0
0.503678,0.231859,0.24184,1,0,0,0,0,0,0
0.843318,0.777601,0.609602,0,0,1,0,0,0,0
0.635788,0.83564,0.762614,0,1,1,0,0,0,0
0.660633,0.274866,0.418455,1,0,0,0,0,0,0
0.511156,0.76683,0.784105,0,1,0,0,0,0,0
0.594467,0.171301,0.306561,1,0,0,0,0,0,0
0.375961,0.610679,0.297956,0,0,0,0,1,0,0
0.634086,0.790017,0.610365,0,1,1,0,0,0,0
0.518576,0.749427,0.645129,0,1,1,0,0,0,0
0.354243,0.78616,0.748411,0,0,0,1,0,0,0
0.682411,0.772544,0.601663,0,1,1,0,0,0,0
0.706526,0.881566,0.672551,0,1,1,0,0,0,0
0.637668,0.237534,0.271298,1,0,0,0,0,0,0
0.650378,0.583568,0.734744,0,1,0,0,0,0,0
0.654431,0.782726,0.599328,0,1,1,0,0,0,0
0.658005,0.793325,0.60387,0,1,1,0,0,0,0
0.656351,0.272369,0.131846,1,0,0,0,0,0,0
0.493438,0.183853,0.27557,1,0,0,0,0,0,0
0.676713,0.795387,0.602288,0,1,1,0,0,0,0
0.491929,0.542899,0.304247,0,0,0,0,1,0,0
0.616867,0.175545,0.214295,1,0,0,0,0,0,0
0.3989,0.684927,0.769138,0,0,0,1,0,0,0
0.524157,0.546438,0.248236,0,0,0,0,1,0,0
0.525319,0.917062,0.521279,0,0,1,0,0,0,0
0.608417,0.760005,0.709787,0,1,1,0,0,0,0
0.614245,0.786287,0.598437,0,1,1,0,0,0,0
0.697857,0.821283,0.583444,0,1,1,0,0,0,0
0.659245,0.181882,0.24972,1,0,0,0,0,0,0
0.544967,0.724802,0.708638,0,1,1,0,0,0,0
0.312276,0.698117,0.744739,0,0,0,1,0,0,0
0.710175,0.741439,0.705019,0,1,1,0,0,0,0
0.820325,0.748723,0.649641,0,0,1,0,0,0,0
0.59583,0.839994,0.629191,0,1,1,0,0,0,0
0.740864,0.747671,0.692503,0,1,1,0,0,0,0
0.314214,0.672787,0.743528,0,0,0,1,0,0,0
0.609618,0.667296,0.739198,0,1,1,0,0,0,0
0.733801,0.730055,0.576419,0,1,1,0,0,0,0
0.397667,0.52142,0.227706,0,0,0,0,1,0,0
0.621253,0.787178,0.583741,0,1,1,0,0,0,0
0.32732,0.731177,0.695603,0,0,0,1,0,0,0
0.64243,0.225774,0.26083,1,0,0,0,0,0,0
0.705215,0.817636,0.59027,0,1,1,0,0,0,0
0.41088,0.536575,0.245142,0,0,0,0,1,0,0
0.635973,0.202955,0.21647,1,0,0,0,0,0,0
0.714907,0.938331,0.624367,0,0,1,0,0,0,0
0.445431,0.767233,0.647144,0,1,0,1,0,0,0
0.65811,0.781462,0.604023,0,1,1,0,0,0,0
0.58359,0.728945,0.703941,0,1,1,0,0,0,0
0.599568,0.750104,0.690762,0,1,1,0,0,0,0
0.484578,0.662873,0.818844,0,1,0,1,0,0,0
0.56392,0.525806,0.294439,0,0,0,0,1,0,0
0.615243,0.465743,0.151106,0,0,0,0,1,0,0
0.561605,0.328872,0.368348,1,0,0,0,0,0,0
0.231533,0.725936,0.741276,0,0,0,1,0,0,0
0.693931,0.212974,0.361843,1,0,0,0,0,0,0
0.606521,0.791599,0.59281,0,1,1,0,0,0,0
0.465272,0.513096,0.260712,0,0,0,0,1,0,0
0.699061,0.775235,0.711893,0,1,1,0,0,0,0
0.486099,0.735296,0.698365,0,1,0,1,0,0,0
0.774697,0.740146,0.70794,0,1,1,0,0,0,0
0.444822,0.521478,0.346078,0,0,0,0,1,0,0
0.398782,0.681846,0.74648,0,0,0,1,0,0,0
0.478547,0.814629,0.695752,0,1,0,0,0,0,0
0.727488,0.744966,0.581167,0,1,1,0,0,0,0
0.288612,0.683749,0.772585,0,0,0,1,0,0,0
0.367994,0.679677,0.73996,0,0,0,1,0,0,0
0.660355,0.233304,0.272527,1,0,0,0,0,0,0
0.479238,0.325284,0.292899,1,0,0,0,0,0,0
0.581634,0.248979,0.310109,1,0,0,0,0,0,0
0.771306,0.720984,0.571954,0,0,1,0,0,0,0
0.601656,0.747684,0.69064,0,1,1,0,0,0,0
0.619639,0.699692,0.49054,0,0,1,0,0,0,0
0.697726,0.7453,0.611895,0,1,1,0,0,0,0
0.668765,0.751035,0.70174,0,1,1,0,0,0,0
0.224127,0.629112,0.852478,0,0,0,1,0,0,0
0.677132,0.230983,0.252007,1,0,0,0,0,0,0
0.596287,0.76906,0.600315,0,1,1,0,0,0,0
0.462378,0.16973,0.236384,1,0,0,0,0,0,0
0.607277,0.689911,0.588963,0,1,1,0,0,0,0
0.75758,0.749637,0.711288,0,1,1,0,0,0,0
0.54585,0.878167,0.590164,0,1,1,0,0,0,0
0.680461,0.665824,0.51303,0,0,1,0,0,0,0
0.680354,0.765795,0.595387,0,1,1,0,0,0,0
0.450489,0.69978,0.7624,0,1,0,1,0,0,0
0.649038,0.820353,0.612803,0,1,1,0,0,0,0
0.370651,0.540411,0.33307,0,0,0,0,1,0,0
0.504076,0.774277,0.545206,0,1,1,0,0,0,0
0.320592,0.59071,0.306037,0,0,0,0,1,0,0
0.401884,0.702426,0.728902,0,0,0,1,0,0,0
0.589386,0.53223,0.343289,0,0,0,0,1,0,0
0.559517,0.232382,0.269684,1,0,0,0,0,0,0
0.592684,0.565281,0.409068,0,0,0,0,1,0,0
0.585228,0.786666,0.65122,0,1,1,0,0,0,0
0.32712,0.67865,0.757627,0,0,0,1,0,0,0
0.570577,0.747173,0.689672,0,1,1,0,0,0,0
0.181064,0.682141,0.771767,0,0,0,1,0,0,0
0.62063,0.78805,0.594615,0,1,1,0,0,0,0
0.343533,0.65743,0.714363,0,0,0,1,0,0,0
0.322025,0.678235,0.747349,0,0,0,1,0,0,0
0.463343,0.544462,0.320455,0,0,0,0,1,0,0
0.709632,0.832804,0.664558,0,1,1,0,0,0,0
0.498667,0.546703,0.284996,0,0,0,0,1,0,0
0.659462,0.781903,0.574521,0,1,1,0,0,0,0
0.735612,0.730229,0.572227,0,1,1,0,0,0,0
0.663112,0.310525,0.337033,1,0,0,0,0,0,0
0.666997,0.576584,0.313814,0,0,0,0,1,0,0
0.578144,0.747577,0.689258,0,1,1,0,0,0,0
0.581289,0.532159,0.316881,0,0,0,0,1,0,0
0.60671,0.776817,0.629919,0,1,1,0,0,0,0
0.601868,0.799716,0.556105,0,1,1,0,0,0,0
0.629569,0.462273,0.259899,0,0,0,0,1,0,0
0.705618,0.109253,0.264006,1,0,0,0,0,0,0
0.435806,0.666743,0.756858,0,1,0,1,0,0,0
0.418693,0.749259,0.759983,0,1,0,1,0,0,0
0.596084,0.2246,0.273811,1,0,0,0,0,0,0
0.355709,0.560748,0.299889,0,0,0,0,1,0,0
0.636034,0.775236,0.62081,0,1,1,0,0,0,0
0.658052,0.738149,0.583149,0,1,1,0,0,0,0
0.384584,0.630194,0.652505,0,0,0,1,0,0,0
0.70767,0.226321,0.263245,1,0,0,0,0,0,0
0.627226,0.491158,0.259991,0,0,0,0,1,0,0
0.573296,0.689199,0.706589,0,1,1,0,0,0,0
0.755486,0.727149,0.718635,0,1,1,0,0,0,0
0.569143,0.665141,0.530995,0,1,1,0,0,0,0
0.647395,0.796364,0.595314,0,1,1,0,0,0,0
0.588746,0.227549,0.258186,1,0,0,0,0,0,0
0.498734,0.73317,0.801789,0,1,0,1,0,0,0
0.258758,0.654881,0.723595,0,0,0,1,0,0,0
0.639373,0.198034,0.249266,1,0,0,0,0,0,0
0.513911,0.21288,0.239048,1,0,0,0,0,0,0
0.572897,0.243008,0.238531,1,0,0,0,0,0,0
0.579822,0.854712,0.743845,0,1,1,0,0,0,0
0.588585,0.754433,0.683346,0,1,1,0,0,0,0
0.673281,0.705791,0.582371,0,1,1,0,0,0,0
0.620572,0.946757,0.682185,0,1,1,0,0,0,0
0.352561,0.693203,0.720619,0,0,0,1,0,0,0
0.47315,0.86702,0.621304,0,1,1,0,0,0,0
0.250539,0.664554,0.731037,0,0,0,1,0,0,0
0.629204,0.687207,0.670934,0,1,1,0,0,0,0
0.670314,0.291964,0.277973,1,0,0,0,0,0,0
0.678404,0.911553,0.723746,0,1,1,0,0,0,0
0.456923,0.532657,0.285959,0,0,0,0,1,0,0
0.432659,0.652785,0.626966,0,0,0,1,0,0,0
0.281978,0.639696,0.755294,0,0,0,1,0,0,0
0.388113,0.559001,0.311388,0,0,0,0,1,0,0
0.592958,0.540431,0.29297,0,0,0,0,1,0,0
0.72881,0.905079,0.638243,0,0,1,0,0,0,0
0.491369,0.53387,0.288216,0,0,0,0,1,0,0
0.696691,0.792549,0.597078,0,1,1,0,0,0,0
0.689341,0.766056,0.677146,0,1,1,0,0,0,0
0.443707,0.587178,0.40612,0,0,0,0,1,0,0
0.589314,0.681839,0.777089,0,1,0,0,0,0,0
0.483893,0.874528,0.734845,0,1,0,0,0,0,0
0.31961,0.678672,0.747002,0,0,0,1,0,0,0
0.544081,0.246357,0.19974,1,0,0,0,0,0,0
0.577215,0.6982,0.634165,0,1,1,0,0,0,0
0.447458,0.787844,0.59827,0,1,0,0,0,0,0
0.673208,0.765493,0.699145,0,1,1,0,0,0,0
0.778158,0.149741,0.16794,1,0,0,0,0,0,0
0.488874,0.522111,0.277607,0,0,0,0,1,0,0
0.533605,0.77219,0.641797,0,1,1,0,0,0,0
0.474861,0.766866,0.545773,0,1,1,0,0,0,0
0.266972,0.544794,0.75449,0,0,0,1,0,0,0
0.492175,0.562953,0.400221,0,0,0,0,1,0,0
0.525799,0.2743,0.284475,1,0,0,0,0,0,0
0.241038,0.682703,0.750792,0,0,0,1,0,0,0
0.607735,0.527081,0.437809,0,0,0,0,1,0,0
0.386193,0.620705,0.262758,0,0,0,0,1,0,0
0.505151,0.869358,0.545655,0,0,1,0,0,0,0
0.709012,0.075192,0.169489,1,0,0,0,0,0,0
0.478054,0.530919,0.293493,0,0,0,0,1,0,0
0.551352,0.532166,0.299125,0,0,0,0,1,0,0
0.460241,0.547586,0.22579,0,0,0,0,1,0,0
0.285306,0.728532,0.798824,0,0,0,1,0,0,0
0.548421,0.692558,0.765113,0,1,0,0,0,0,0
0.484544,0.49156,0.306994,0,0,0,0,1,0,0
0.494502,0.197286,0.26453,1,0,0,0,0,0,0
0.659574,0.730313,0.685135,0,1,1,0,0,0,0
0.590955,0.215919,0.251348,1,0,0,0,0,0,0
0.493692,0.532243,0.290277,0,0,0,0,1,0,0
0.634218,0.544828,0.280386,0,0,0,0,1,0,0
0.641312,0.706902,0.623217,0,1,1,0,0,0,0
0.393077,0.72785,0.846825,0,0,0,1,0,0,0
0.569761,0.770686,0.482779,0,0,1,0,0,0,0
0.497275,0.548928,0.247551,0,0,0,0,1,0,0
0.467946,0.542571,0.307007,0,0,0,0,1,0,0
0.627596,0.846398,0.488296,0,0,1,0,0,0,0
0.627331,0.833997,0.807103,0,1,0,0,0,0,0
0.313027,0.733509,0.613361,0,0,0,1,0,0,0
0.69922,0.276484,0.289565,1,0,0,0,0,0,0
0.574617,0.781386,0.523195,0,1,1,0,0,0,0
0.478833,0.507356,0.194255,0,0,0,0,1,0,0
0.584041,0.764848,0.660012,0,1,1,0,0,0,0
0.444906,0.758825,0.686699,0,1,0,1,0,0,0
0.589987,0.72544,0.669471,0,1,1,0,0,0,0
0.487948,0.612337,0.265884,0,0,0,0,1,0,0
0.441371,0.515242,0.098554,0,0,0,0,1,0,0
0.300826,0.85724,0.741371,0,0,0,1,0,0,0
0.464651,0.73233,0.754154,0,1,0,1,0,0,0
0.644491,0.925421,0.715535,0,1,1,0,0,0,0
0.185454,0.684449,0.660177,0,0,0,1,0,0,0
0.53909,0.755091,0.50007,0,1,1,0,0,0,0
0.533558,0.126331,0.224784,1,0,0,0,0,0,0
0.265008,0.810555,0.821362,0,0,0,1,0,0,0
0.789009,0.748809,0.675283,0,1,1,0,0,0,0
0.448529,0.785358,0.641447,0,1,0,1,0,0,0
0.687018,0.796524,0.563125,0,1,1,0,0,0,0
0.486091,0.710021,0.729713,0,1,0,1,0,0,0
0.680191,0.870606,0.56808,0,1,1,0,0,0,0
0.312672,0.676365,0.741791,0,0,0,1,0,0,0
0.647603,0.226899,0.264025,1,0,0,0,0,0,0
0.32145,0.677938,0.74558,0,0,0,1,0,0,0
0.474249,0.670592,0.750982,0,1,0,1,0,0,0
0.602956,0.76992,0.729938,0,1,1,0,0,0,0
0.397576,0.66911,0.751916,0,0,0,1,0,0,0
0.817877,0.179852,0.273436,1,0,0,0,0,0,0
0.619739,0.262189,0.190336,1,0,0,0,0,0,0
0.735579,0.237606,0.26533,1,0,0,0,0,0,0
0.317714,0.672348,0.747057,0,0,0,1,0,0,0
0.598574,0.452515,0.382854,0,0,0,0,1,0,0
0.50195,0.554388,0.273172,0,0,0,0,1,0,0
0.605413,0.718586,0.711911,0,1,1,0,0,0,0
0.576135,0.668155,0.859902,0,1,0,0,0,0,0
0.642925,0.212478,0.270572,1,0,0,0,0,0,0
0.581887,0.792286,0.658421,0,1,1,0,0,0,0
0.412803,0.582781,0.700203,0,0,0,1,0,0,0
0.411734,0.756405,0.696123,0,1,0,1,0,0,0
0.64778,0.226844,0.259823,1,0,0,0,0,0,0
0.372264,0.707512,0.741673,0,0,0,1,0,0,0
