@relation 'MOA: -C 5'

@attribute a_5 numeric
@attribute a_6 numeric
@attribute class0- {0,1}
@attribute class1- {0,1}
@attribute class2- {0,1}
@attribute class3- {0,1}
@attribute class4- {0,1}

@data
0.735998,0.664349,0,1,1,0,0
0.742864,0.662093,0,1,1,0,0
0.451787,0.679146,1,0,0,0,0
0.782726,0.574271,0,1,1,0,0
0.760891,0.614664,0,1,1,0,0
0.711582,0.769089,0,1,1,0,0
0.809726,0.82372,0,1,0,0,0
0.732793,0.631216,0,1,1,0,0
0.951698,0.66473,0,1,0,0,0
0.741674,0.631695,0,1,1,0,0
0.859381,0.561885,0,1,1,0,0
0.735788,0.688687,0,1,1,0,0
0.806542,0.464848,0,0,1,0,0
0.687535,0.750467,0,1,1,0,0
0.631782,0.719087,1,1,1,0,0
0.710774,0.509327,0,0,1,0,0
0.442655,0.7779,1,0,0,0,0
0.670067,0.74138,0,1,1,0,0
0.665978,0.536373,1,0,1,0,0
0.493358,0.563553,1,0,0,0,0
0.48891,0.661699,1,0,0,0,0
0.824424,0.595818,0,1,1,0,0
0.761286,0.600106,0,1,1,0,0
0.38626,0.65746,1,0,0,0,0
0.61832,0.722969,1,1,1,0,0
0.858129,0.475528,0,0,1,0,0
0.808447,0.661859,0,1,1,0,0
0.858064,0.89537,0,1,0,0,0
0.654921,0.707119,1,1,1,0,0
0.612216,0.654936,1,1,1,0,0
0.706607,0.640231,0,1,1,0,0
0.956882,0.790683,0,1,0,0,0
0.556704,0.610004,1,0,1,0,0
0.489827,0.702861,1,0,0,0,0
0.660731,0.75132,0,1,1,0,0
0.75789,0.470735,0,0,1,0,0
0.57355,0.722728,1,1,0,0,0
0.685532,0.487831,0,0,1,0,0
0.711616,0.633168,0,1,1,0,0
0.767544,0.655825,0,1,1,0,0
0.440141,0.810332,1,0,0,0,0
0.783261,0.783795,0,1,1,0,0
0.755917,0.782287,0,1,1,0,0
0.739203,0.624352,0,1,1,0,0
0.336776,0.539773,1,0,0,0,0
0.558164,0.657062,1,0,1,0,0
0.421379,0.597873,1,0,0,0,0
0.561217,0.650419,1,0,1,0,0
0.821119,0.685482,0,1,1,0,0
0.522144,0.640029,1,0,0,0,0
0.428386,0.568911,1,0,0,0,0
0.897221,0.511192,0,0,1,0,0
0.796286,0.910637,0,1,0,0,0
0.896428,0.741759,0,1,1,0,0
0.831746,0.549049,0,1,1,0,0
0.795637,0.668232,0,1,1,0,0
0.867458,0.859969,0,1,0,0,0
0.493417,0.622049,1,0,0,0,0
0.490993,0.626031,1,0,0,0,0
0.589883,0.700721,1,1,1,0,0
0.799299,0.475595,0,0,1,0,0
0.38341,0.619411,1,0,0,0,0
0.76067,0.724842,0,1,1,0,0
0.583933,0.703092,1,1,1,0,0
0.619791,0.685942,1,1,1,0,0
0.378453,0.700016,1,0,0,0,0
0.812889,0.731422,0,1,1,0,0
0.809985,0.669355,0,1,1,0,0
0.795932,0.661593,0,1,1,0,0
0.560932,0.552889,1,0,0,0,0
0.53268,0.775296,1,0,0,0,0
0.835038,0.81237,0,1,0,0,0
0.809079,0.78308,0,1,1,0,0
0.823237,0.742749,0,1,1,0,0
0.659021,0.771893,0,1,1,0,0
0.749309,0.648416,0,1,1,0,0
0.743919,0.655598,0,1,1,0,0
0.322068,0.581596,1,0,0,0,0
0.850782,0.767417,0,1,1,0,0
0.681904,0.577213,1,1,1,0,0
0.786007,0.728674,0,1,1,0,0
0.717254,0.594119,0,1,1,0,0
0.487769,0.558353,1,0,0,0,0
0.852592,0.741243,0,1,1,0,0
0.554587,0.734928,1,0,0,0,0
0.676909,0.622914,1,1,1,0,0
0.702358,0.461826,0,0,1,0,0
0.593443,0.611175,1,0,1,0,0
0.300879,0.602758,1,0,0,0,0
0.770717,0.622599,0,1,1,0,0
0.447646,0.659756,1,0,0,0,0
0.396411,0.650161,1,0,0,0,0
0.542122,0.627311,1,0,0,0,0
0.745409,0.62486,0,1,1,0,0
0.670079,0.446212,0,0,1,0,0
0.818897,0.815152,0,1,0,0,0
0.597547,0.548124,1,0,1,0,0
0.513418,0.575422,1,0,0,0,0
0.792849,0.627795,0,1,1,0,0
0.405058,0.655704,1,0,0,0,0
0.332287,0.697628,1,0,0,0,0
0.82108,0.63879,0,1,1,0,0
0.57235,0.48125,1,0,0,0,0
0.710334,0.489493,0,0,1,0,0
0.783804,0.662875,0,1,1,0,0
0.48936,0.609817,1,0,0,0,0
0.707685,0.50685,0,0,1,0,0
0.692024,0.746368,0,1,1,0,0
0.725601,0.612432,0,1,1,0,0
0.57536,0.606649,1,0,1,0,0
0.757251,0.533932,0,1,1,0,0
0.80012,0.603873,0,1,1,0,0
0.472934,0.651708,1,0,0,0,0
0.754408,0.592026,0,1,1,0,0
0.75662,0.622782,0,1,1,0,0
0.77715,0.641193,0,1,1,0,0
0.335985,0.607983,1,0,0,0,0
0.743076,0.725668,0,1,1,0,0
0.673334,0.570646,1,1,1,0,0
0.840737,0.606406,0,1,1,0,0
0.421112,0.640807,1,0,0,0,0
0.751358,0.626644,0,1,1,0,0
0.419364,0.754765,1,0,0,0,0
0.446797,0.592016,1,0,0,0,0
0.613318,0.665438,1,1,1,0,0
0.645038,0.681757,1,1,1,0,0
0.884888,0.720629,0,1,1,0,0
0.563446,0.694344,1,0,0,0,0
0.782838,0.763589,0,1,1,0,0
0.736987,0.453929,0,0,1,0,0
0.716834,0.571385,0,1,1,0,0
0.742653,0.634621,0,1,1,0,0
0.386552,0.602724,1,0,0,0,0
0.656896,0.681953,1,1,1,0,0
0.708407,0.693249,0,1,1,0,0
0.492228,0.632639,1,0,0,0,0
0.644883,0.863459,0,1,0,0,0
0.859225,0.555275,0,1,1,0,0
0.509953,0.780043,1,0,0,0,0
0.797709,0.614218,0,1,1,0,0
0.635599,0.679286,1,1,1,0,0
0.503454,0.619489,1,0,0,0,0
0.417598,0.742323,1,0,0,0,0
0.410624,0.585276,1,0,0,0,0
0.423072,0.61338,1,0,0,0,0
0.661575,0.645011,1,1,1,0,0
0.830978,0.620183,0,1,1,0,0
0.698935,0.796175,0,1,1,0,0
0.842312,0.608943,0,1,1,0,0
0.665584,0.593949,1,1,1,0,0
0.43396,0.509056,1,0,0,0,0
0.462488,0.610352,1,0,0,0,0
0.545667,0.691376,1,0,0,0,0
0.469887,0.606999,1,0,0,0,0
0.620407,0.666618,1,1,1,0,0
0.861678,0.756015,0,1,1,0,0
0.66746,0.739152,0,1,1,0,0
0.900069,0.7156,0,1,1,0,0
0.857039,0.750782,0,1,1,0,0
0.750478,0.616955,0,1,1,0,0
0.902674,0.559309,0,0,1,0,0
0.967369,0.752026,0,1,0,0,0
0.82076,0.731401,0,1,1,0,0
0.769822,0.734082,0,1,1,0,0
0.683156,0.525592,0,0,1,0,0
0.617884,0.66275,1,1,1,0,0
0.457793,0.663797,1,0,0,0,0
0.745692,0.842847,0,1,0,0,0
0.746047,0.773219,0,1,1,0,0
0.854873,0.905123,0,1,0,0,0
0.640476,0.709905,1,1,1,0,0
0.544255,0.727415,1,0,0,0,0
0.678633,0.726498,0,1,1,0,0
0.651112,0.614145,1,1,1,0,0
0.449727,0.66856,1,0,0,0,0
0.680827,0.72282,0,1,1,0,0
0.726048,0.784128,0,1,1,0,0
0.73733,0.549392,0,1,1,0,0
0.787893,0.878853,0,1,0,0,0
0.808229,0.695207,0,1,1,0,0
0.6679,0.584901,1,1,1,0,0
0.89237,0.71439,0,1,1,0,0
0.751656,0.657713,0,1,1,0,0
0.821004,0.62857,0,1,1,0,0
0.403964,0.463599,1,0,0,0,0
0.787016,0.799194,0,1,1,0,0
0.842938,0.793537,0,1,1,0,0
0.408894,0.642868,1,0,0,0,0
0.672303,0.65031,1,1,1,0,0
0.813821,0.54846,0,1,1,0,0
0.724454,0.53954,0,1,1,0,0
0.619309,0.739703,1,1,1,0,0
0.802095,0.68195,0,1,1,0,0
0.924642,0.710728,0,1,1,0,0
0.849552,0.711527,0,1,1,0,0
0.76888,0.517148,0,0,1,0,0
0.820187,0.519693,0,0,1,0,0
0.560644,0.487786,1,0,0,0,0
0.823634,0.722602,0,1,1,0,0
0.84541,0.903965,0,1,0,0,0
0.507807,0.619535,1,0,0,0,0
0.757729,0.615582,0,1,1,0,0
0.681287,0.567253,1,1,1,0,0
0.592502,0.551412,1,0,1,0,0
0.75987,0.708261,0,1,1,0,0
0.509329,0.646365,1,0,0,0,0
0.745526,0.655368,0,1,1,0,0
0.779929,0.628377,0,1,1,0,0
0.59293,0.795666,1,1,0,0,0
0.687762,0.645781,1,1,1,0,0
0.719131,0.583965,0,1,1,0,0
0.905775,0.572008,0,0,1,0,0
0.713261,0.684239,0,1,1,0,0
0.472364,0.684047,1,0,0,0,0
0.777492,0.546929,0,1,1,0,0
0.887987,0.642503,0,1,1,0,0
0.952289,0.787049,0,1,0,0,0
0.810752,0.5379,0,1,1,0,0
0.540311,0.635144,1,0,0,0,0
0.739324,0.670455,0,1,1,0,0
0.609621,0.517482,1,0,1,0,0
0.747676,0.799286,0,1,1,0,0
0.777464,0.766651,0,1,1,0,0
0.701868,0.658979,0,1,1,0,0
0.797404,0.802935,0,1,1,0,0
0.638219,0.544521,1,0,1,0,0
0.505343,0.630187,1,0,0,0,0
0.62277,0.785515,0,1,0,0,0
0.847772,0.70538,0,1,1,0,0
0.756699,0.744253,0,1,1,0,0
0.715527,0.610129,0,1,1,0,0
0.645619,0.665259,1,1,1,0,0
0.754851,0.718611,0,1,1,0,0
0.907466,0.855012,0,1,0,0,0
0.706821,0.780955,0,1,1,0,0
0.659888,0.693361,1,1,1,0,0
0.460585,0.639959,1,0,0,0,0
0.864218,0.567944,0,1,1,0,0
0.648119,0.873071,0,1,0,0,0
0.430507,0.57505,1,0,0,0,0
0.770103,0.625372,0,1,1,0,0
0.672424,0.851035,0,1,0,0,0
0.871024,0.620629,0,1,1,0,0
0.845709,0.567191,0,1,1,0,0
0.48358,0.526472,1,0,0,0,0
0.66223,0.660339,1,1,1,0,0
0.728135,0.458143,0,0,1,0,0
0.905828,0.568064,0,0,1,0,0
0.752873,0.630273,0,1,1,0,0
0.75122,0.626093,0,1,1,0,0
0.777107,0.579887,0,1,1,0,0
0.725779,0.589987,0,1,1,0,0
0.805384,0.808948,0,1,1,0,0
0.824283,0.665366,0,1,1,0,0
0.817069,0.877146,0,1,0,0,0
0.752332,0.620534,0,1,1,0,0
0.485385,0.621902,1,0,0,0,0
0.813845,0.789866,0,1,1,0,0
0.960238,0.715037,0,1,0,0,0
0.785629,0.640458,0,1,1,0,0
0.749248,0.621357,0,1,1,0,0
0.509537,0.711739,1,0,0,0,0
0.813992,0.64458,0,1,1,0,0
0.641411,0.591486,1,1,1,0,0
0.913386,0.830613,0,1,0,0,0
0.61444,0.61267,1,1,1,0,0
0.734398,0.860552,0,1,0,0,0
0.407506,0.579885,1,0,0,0,0
0.410141,0.570582,1,0,0,0,0
0.877535,0.696369,0,1,1,0,0
0.772054,0.716541,0,1,1,0,0
0.755442,0.623864,0,1,1,0,0
0.918582,0.623463,0,1,1,0,0
0.86853,0.905226,0,1,0,0,0
0.738046,0.513782,0,0,1,0,0
0.873927,0.859036,0,1,0,0,0
0.588278,0.489225,1,0,0,0,0
0.523712,0.577146,1,0,0,0,0
0.8212,0.471394,0,0,1,0,0
0.688627,0.529514,0,0,1,0,0
0.752452,0.6239,0,1,1,0,0
0.925192,0.769254,0,1,0,0,0
0.807886,0.702005,0,1,1,0,0
0.602145,0.76983,1,1,0,0,0
0.867869,0.708618,0,1,1,0,0
0.766186,0.627686,0,1,1,0,0
0.722987,0.701253,0,1,1,0,0
0.76148,0.76475,0,1,1,0,0
0.682719,0.821108,0,1,0,0,0
0.521354,0.606669,1,0,0,0,0
0.568909,0.501567,1,0,0,0,0
0.73942,0.65331,0,1,1,0,0
0.744389,0.869192,0,1,0,0,0
0.493916,0.622207,1,0,0,0,0
0.46846,0.450664,1,0,0,0,0
0.900949,0.630752,0,1,1,0,0
0.641122,0.650026,1,1,1,0,0
0.482326,0.648713,1,0,0,0,0
0.438336,0.679279,1,0,0,0,0
0.685463,0.620466,1,1,1,0,0
0.811969,0.677146,0,1,1,0,0
0.456885,0.661142,1,0,0,0,0
0.317384,0.582442,1,0,0,0,0
0.705225,0.872361,0,1,0,0,0
0.55525,0.620732,1,0,1,0,0
0.476365,0.636707,1,0,0,0,0
0.75588,0.553871,0,1,1,0,0
0.718205,0.684401,0,1,1,0,0
0.779868,0.756724,0,1,1,0,0
0.546282,0.618675,1,0,0,0,0
0.824966,0.55441,0,1,1,0,0
0.587131,0.673295,1,1,1,0,0
0.483302,0.627561,1,0,0,0,0
0.723334,0.57536,0,1,1,0,0
0.549102,0.431374,1,0,0,0,0
0.606531,0.741471,1,1,1,0,0
0.748003,0.855387,0,1,0,0,0
0.420665,0.748757,1,0,0,0,0
0.764794,0.665183,0,1,1,0,0
0.421805,0.620172,1,0,0,0,0
0.718954,0.593706,0,1,1,0,0
0.860964,0.620339,0,1,1,0,0
0.706964,0.505357,0,0,1,0,0
0.38664,0.616169,1,0,0,0,0
0.818167,0.914259,0,1,0,0,0
0.542505,0.639808,1,0,0,0,0
0.486365,0.663392,1,0,0,0,0
0.676614,0.714371,0,1,1,0,0
0.494296,0.613729,1,0,0,0,0
0.795742,0.616709,0,1,1,0,0
0.928816,0.571291,0,0,1,0,0
0.809744,0.500493,0,0,1,0,0
0.644936,0.611036,1,1,1,0,0
0.578938,0.705548,1,1,1,0,0
0.404777,0.603982,1,0,0,0,0
0.526329,0.559805,1,0,0,0,0
0.463448,0.770458,1,0,0,0,0
0.452395,0.634462,1,0,0,0,0
0.369491,0.628445,1,0,0,0,0
0.753049,0.714753,0,1,1,0,0
0.732912,0.805216,0,1,1,0,0
0.687058,0.761627,0,1,1,0,0
0.718049,0.612717,0,1,1,0,0
0.451239,0.60969,1,0,0,0,0
0.919316,0.709014,0,1,1,0,0
0.856039,0.768171,0,1,1,0,0
0.866772,0.623163,0,1,1,0,0
0.828019,0.454672,0,0,1,0,0
0.794388,0.626727,0,1,1,0,0
0.495005,0.623386,1,0,0,0,0
0.470258,0.670292,1,0,0,0,0
0.74948,0.490035,0,0,1,0,0
0.752279,0.629656,0,1,1,0,0
0.726131,0.501432,0,0,1,0,0
0.325175,0.536574,1,0,0,0,0
0.912798,0.675389,0,1,1,0,0
0.402231,0.653363,1,0,0,0,0
0.49483,0.650601,1,0,0,0,0
0.827286,0.742619,0,1,1,0,0
0.786357,0.673593,0,1,1,0,0
0.65382,0.493669,0,0,1,0,0
0.498857,0.619167,1,0,0,0,0
0.373384,0.543179,1,0,0,0,0
0.785044,0.608509,0,1,1,0,0
0.505893,0.795743,1,0,0,0,0
0.523783,0.602249,1,0,0,0,0
0.651187,0.72209,1,1,1,0,0
0.82955,0.793964,0,1,1,0,0
0.793772,0.523965,0,0,1,0,0
0.836663,0.523882,0,0,1,0,0
0.79112,0.545767,0,1,1,0,0
0.7696,0.731885,0,1,1,0,0
0.562524,0.586552,1,0,1,0,0
0.795669,0.589302,0,1,1,0,0
0.611047,0.678019,1,1,1,0,0
0.908696,0.805868,0,1,0,0,0
0.749297,0.625639,0,1,1,0,0
0.529704,0.510592,1,0,0,0,0
0.508278,0.590115,1,0,0,0,0
0.745576,0.65026,0,1,1,0,0
0.651468,0.649687,1,1,1,0,0
0.870453,0.653205,0,1,1,0,0
0.636102,0.702428,1,1,1,0,0
0.839595,0.702681,0,1,1,0,0
0.62739,0.733149,1,1,1,0,0
0.819008,0.734427,0,1,1,0,0
0.609424,0.731335,1,1,1,0,0
0.798065,0.751762,0,1,1,0,0
0.804235,0.685896,0,1,1,0,0
0.910169,0.732218,0,1,1,0,0
0.865776,0.659396,0,1,1,0,0
0.905409,0.583662,0,0,1,0,0
0.770059,0.724359,0,1,1,0,0
0.87007,0.758542,0,1,1,0,0
0.829258,0.667632,0,1,1,0,0
0.691702,0.63375,1,1,1,0,0
0.855946,0.592931,0,1,1,0,0
0.792409,0.739211,0,1,1,0,0
0.653093,0.732878,1,1,1,0,0
0.876889,0.790018,0,1,0,0,0
0.755835,0.647433,0,1,1,0,0
0.771766,0.741371,0,1,1,0,0
0.784206,0.665466,0,1,1,0,0
0.584416,0.6086,1,0,1,0,0
0.729446,0.720784,0,1,1,0,0
0.488173,0.588822,1,0,0,0,0
0.399529,0.638303,1,0,0,0,0
0.813527,0.766216,0,1,1,0,0
0.495538,0.641109,1,0,0,0,0
0.767669,0.897306,0,1,0,0,0
0.848,0.750054,0,1,1,0,0
0.356939,0.639221,1,0,0,0,0
0.879064,0.748789,0,1,1,0,0
0.852907,0.671454,0,1,1,0,0
0.660001,0.686094,1,1,1,0,0
0.751023,0.735081,0,1,1,0,0
0.750956,0.623989,0,1,1,0,0
0.74574,0.630325,0,1,1,0,0
0.719534,0.73933,0,1,1,0,0
0.601053,0.762463,1,1,0,0,0
0.592439,0.673,1,1,1,0,0
0.753782,0.652594,0,1,1,0,0
0.737008,0.747023,0,1,1,0,0
0.659517,0.719767,1,1,1,0,0
0.87776,0.753558,0,1,1,0,0
0.748417,0.759342,0,1,1,0,0
0.31626,0.670153,1,0,0,0,0
0.670839,0.581041,1,1,1,0,0
0.492728,0.633926,1,0,0,0,0
0.634289,0.593857,1,1,1,0,0
0.4946,0.616198,1,0,0,0,0
0.784622,0.539553,0,1,1,0,0
0.773839,0.721155,0,1,1,0,0
0.525795,0.664012,1,0,0,0,0
0.768525,0.733838,0,1,1,0,0
0.682088,0.875716,0,1,0,0,0
0.790204,0.441186,0,0,1,0,0
0.823833,0.633691,0,1,1,0,0
0.663312,0.601913,1,1,1,0,0
0.57866,0.683902,1,1,1,0,0
0.889319,0.768714,0,1,0,0,0
0.654018,0.746673,0,1,1,0,0
0.53865,0.721652,1,0,0,0,0
0.779404,0.842064,0,1,0,0,0
0.76183,0.603251,0,1,1,0,0
0.641028,0.753432,1,1,1,0,0
0.776957,0.739163,0,1,1,0,0
0.380214,0.638228,1,0,0,0,0
0.564677,0.536784,1,0,0,0,0
0.551494,0.568156,1,0,0,0,0
0.712743,0.731861,0,1,1,0,0
0.770554,0.73249,0,1,1,0,0
0.372682,0.556985,1,0,0,0,0
0.645253,0.662514,1,1,1,0,0
0.801134,0.622513,0,1,1,0,0
0.812097,0.733316,0,1,1,0,0
0.495404,0.617273,1,0,0,0,0
0.505171,0.610645,1,0,0,0,0
0.797098,0.731634,0,1,1,0,0
0.844936,0.744428,0,1,1,0,0
0.74299,0.757724,0,1,1,0,0
0.734457,0.617734,0,1,1,0,0
0.495821,0.619581,1,0,0,0,0
0.734921,0.531896,0,0,1,0,0
0.48687,0.618256,1,0,0,0,0
0.408522,0.649285,1,0,0,0,0
0.749168,0.538663,0,1,1,0,0
0.673351,0.84902,0,1,0,0,0
0.763684,0.641043,0,1,1,0,0
0.747893,0.621388,0,1,1,0,0
0.949014,0.656204,0,1,0,0,0
0.851269,0.67058,0,1,1,0,0
0.501472,0.740152,1,0,0,0,0
0.78751,0.66651,0,1,1,0,0
0.642973,0.601918,1,1,1,0,0
0.672949,0.716167,0,1,1,0,0
0.880488,0.710709,0,1,1,0,0
0.796252,0.707389,0,1,1,0,0
0.424532,0.499759,1,0,0,0,0
0.588914,0.711587,1,1,1,0,0
0.481752,0.630856,1,0,0,0,0
0.782494,0.820033,0,1,1,0,0
0.619949,0.678036,1,1,1,0,0
0.901223,0.52335,0,0,1,0,0
0.441226,0.574178,1,0,0,0,0
0.551441,0.451125,1,0,0,0,0
0.773104,0.549128,0,1,1,0,0
0.404625,0.630017,1,0,0,0,0
0.562471,0.435913,1,0,0,0,0
0.683153,0.652141,1,1,1,0,0
0.784117,0.782908,0,1,1,0,0
0.49652,0.652737,1,0,0,0,0
0.464822,0.618718,1,0,0,0,0
0.456718,0.492447,1,0,0,0,0
0.3124,0.562924,1,0,0,0,0
0.746676,0.734853,0,1,1,0,0
0.584077,0.763502,1,1,0,0,0
0.771261,0.731846,0,1,1,0,0
0.799643,0.911329,0,1,0,0,0
0.685756,0.664305,1,1,1,0,0
0.465926,0.636996,1,0,0,0,0
0.528205,0.614825,1,0,0,0,0
0.775419,0.708314,0,1,1,0,0
0.377835,0.601249,1,0,0,0,0
0.795482,0.792878,0,1,1,0,0
0.505401,0.60147,1,0,0,0,0
0.758774,0.628501,0,1,1,0,0
0.74687,0.735468,0,1,1,0,0
0.590689,0.764362,1,1,0,0,0
0.706265,0.695476,0,1,1,0,0
0.698572,0.588837,0,1,1,0,0
0.510828,0.545298,1,0,0,0,0
0.889152,0.547278,0,0,1,0,0
0.482719,0.604628,1,0,0,0,0
0.677253,0.653492,1,1,1,0,0
0.917263,0.565115,0,0,1,0,0
0.750078,0.712277,0,1,1,0,0
0.441406,0.611012,1,0,0,0,0
0.710372,0.56909,0,1,1,0,0
0.754133,0.734856,0,1,1,0,0
0.725539,0.895453,0,1,0,0,0
0.765065,0.698397,0,1,1,0,0
0.816061,0.518557,0,0,1,0,0
0.76025,0.763655,0,1,1,0,0
0.905772,0.714087,0,1,1,0,0
0.768056,0.630965,0,1,1,0,0
0.901507,0.697606,0,1,1,0,0
0.64982,0.658007,1,1,1,0,0
0.827846,0.698655,0,1,1,0,0
0.38154,0.573643,1,0,0,0,0
0.894026,0.876738,0,1,0,0,0
0.499145,0.524577,1,0,0,0,0
0.947928,0.654261,0,1,1,0,0
0.685145,0.85598,0,1,0,0,0
0.858286,0.812955,0,1,0,0,0
0.736723,0.622616,0,1,1,0,0
0.805267,0.715749,0,1,1,0,0
0.418414,0.592162,1,0,0,0,0
0.44318,0.586437,1,0,0,0,0
0.385793,0.752595,1,0,0,0,0
0.865627,0.868792,0,1,0,0,0
0.924022,0.758815,0,1,0,0,0
0.789225,0.53575,0,1,1,0,0
0.795276,0.888175,0,1,0,0,0
0.653081,0.645505,1,1,1,0,0
0.778727,0.732648,0,1,1,0,0
0.709784,0.663347,0,1,1,0,0
0.797866,0.79844,0,1,1,0,0
0.743893,0.6341,0,1,1,0,0
0.335383,0.528522,1,0,0,0,0
0.659809,0.537313,1,0,1,0,0
0.43505,0.543755,1,0,0,0,0
0.864109,0.502013,0,0,1,0,0
0.752256,0.857928,0,1,0,0,0
0.87749,0.641722,0,1,1,0,0
0.78846,0.718497,0,1,1,0,0
0.770808,0.734135,0,1,1,0,0
0.84491,0.85391,0,1,0,0,0
0.933331,0.735528,0,1,0,0,0
0.345679,0.526384,1,0,0,0,0
0.818121,0.539245,0,1,1,0,0
0.75785,0.767724,0,1,1,0,0
0.703079,0.753784,0,1,1,0,0
0.421626,0.595143,1,0,0,0,0
0.736105,0.652547,0,1,1,0,0
0.708635,0.639195,0,1,1,0,0
0.368593,0.537698,1,0,0,0,0
0.389813,0.554939,1,0,0,0,0
0.727589,0.762539,0,1,1,0,0
0.482489,0.669709,1,0,0,0,0
0.708778,0.715346,0,1,1,0,0
0.602467,0.635499,1,1,1,0,0
0.623987,0.498258,1,0,1,0,0
0.899462,0.705409,0,1,1,0,0
0.747834,0.742539,0,1,1,0,0
0.710431,0.709865,0,1,1,0,0
0.736463,0.750535,0,1,1,0,0
0.716182,0.59943,0,1,1,0,0
0.576381,0.526917,1,0,1,0,0
0.628256,0.721126,1,1,1,0,0
0.665639,0.685414,1,1,1,0,0
0.841375,0.796983,0,1,1,0,0
0.867033,0.774316,0,1,1,0,0
0.695125,0.473834,0,0,1,0,0
0.740832,0.617389,0,1,1,0,0
0.622016,0.839606,0,1,0,0,0
0.717227,0.60315,0,1,1,0,0
0.737335,0.630733,0,1,1,0,0
0.44108,0.773175,1,0,0,0,0
0.862418,0.616518,0,1,1,0,0
0.338974,0.639821,1,0,0,0,0
0.673979,0.634622,1,1,1,0,0
0.442945,0.526816,1,0,0,0,0
0.783559,0.915028,0,1,0,0,0
0.789221,0.739779,0,1,1,0,0
0.895353,0.578676,0,1,1,0,0
0.484324,0.618969,1,0,0,0,0
0.436979,0.604505,1,0,0,0,0
0.946848,0.648249,0,1,1,0,0
0.757727,0.612475,0,1,1,0,0
0.672293,0.654175,1,1,1,0,0
0.749664,0.703199,0,1,1,0,0
0.824503,0.736744,0,1,1,0,0
0.468508,0.519726,1,0,0,0,0
0.567449,0.597969,1,0,1,0,0
0.699822,0.59056,0,1,1,0,0
0.524724,0.692332,1,0,0,0,0
0.74384,0.853909,0,1,0,0,0
0.763666,0.688015,0,1,1,0,0
0.483577,0.562844,1,0,0,0,0
0.372949,0.729475,1,0,0,0,0
0.614921,0.651634,1,1,1,0,0
0.690903,0.806143,0,1,1,0,0
0.298478,0.633014,1,0,0,0,0
0.72655,0.624427,0,1,1,0,0
0.688136,0.873373,0,1,0,0,0
0.842585,0.589118,0,1,1,0,0
0.484571,0.65374,1,0,0,0,0
0.341614,0.725851,1,0,0,0,0
0.807303,0.568815,0,1,1,0,0
0.797496,0.627352,0,1,1,0,0
0.804098,0.622733,0,1,1,0,0
0.913852,0.787949,0,1,0,0,0
0.823244,0.571167,0,1,1,0,0
0.479084,0.513846,1,0,0,0,0
0.718675,0.71567,0,1,1,0,0
0.79392,0.739784,0,1,1,0,0
0.379796,0.512899,1,0,0,0,0
0.824053,0.598346,0,1,1,0,0
0.701934,0.825294,0,1,0,0,0
0.44428,0.758835,1,0,0,0,0
0.802335,0.552693,0,1,1,0,0
0.803321,0.765945,0,1,1,0,0
0.719865,0.588168,0,1,1,0,0
0.655964,0.8126,0,1,0,0,0
0.667237,0.655282,1,1,1,0,0
0.520579,0.736081,1,0,0,0,0
0.493939,0.620705,1,0,0,0,0
0.923531,0.742956,0,1,0,0,0
0.658541,0.487841,0,0,1,0,0
0.584524,0.690557,1,1,1,0,0
0.428651,0.484464,1,0,0,0,0
0.828976,0.613937,0,1,1,0,0
0.510647,0.606774,1,0,0,0,0
0.917771,0.779524,0,1,0,0,0
0.461935,0.782047,1,0,0,0,0
0.574013,0.705857,1,1,1,0,0
0.749143,0.629176,0,1,1,0,0
0.836251,0.456703,0,0,1,0,0
0.887088,0.717295,0,1,1,0,0
0.666356,0.674868,1,1,1,0,0
0.621371,0.533096,1,0,1,0,0
0.470828,0.432201,1,0,0,0,0
0.77219,0.637168,0,1,1,0,0
0.738866,0.78538,0,1,1,0,0
0.67895,0.65843,1,1,1,0,0
0.906741,0.699353,0,1,1,0,0
0.306427,0.630108,1,0,0,0,0
0.777544,0.733472,0,1,1,0,0
0.683195,0.473137,0,0,1,0,0
0.425179,0.438276,1,0,0,0,0
0.61766,0.737552,1,1,1,0,0
0.400796,0.63417,1,0,0,0,0
0.757415,0.430387,0,0,1,0,0
0.733147,0.662278,0,1,1,0,0
0.49449,0.621278,1,0,0,0,0
0.816691,0.615262,0,1,1,0,0
0.690209,0.556202,0,1,1,0,0
0.890056,0.692678,0,1,1,0,0
0.86562,0.889945,0,1,0,0,0
0.776932,0.84539,0,1,0,0,0
0.727538,0.530806,0,0,1,0,0
0.874982,0.875915,0,1,0,0,0
0.733781,0.460205,0,0,1,0,0
0.743887,0.654294,0,1,1,0,0
0.746707,0.6825,0,1,1,0,0
0.452533,0.565536,1,0,0,0,0
0.730169,0.78142,0,1,1,0,0
0.685165,0.570365,1,1,1,0,0
0.690831,0.836329,0,1,0,0,0
0.736023,0.616664,0,1,1,0,0
0.475289,0.696581,1,0,0,0,0
0.694006,0.63617,1,1,1,0,0
0.783545,0.690003,0,1,1,0,0
0.51383,0.622721,1,0,0,0,0
0.486488,0.612823,1,0,0,0,0
0.634433,0.745392,1,1,1,0,0
0.630809,0.724185,1,1,1,0,0
0.603098,0.815474,0,1,0,0,0
0.34606,0.734412,1,0,0,0,0
0.689126,0.73703,0,1,1,0,0
0.785942,0.481011,0,0,1,0,0
0.837753,0.742334,0,1,1,0,0
0.424143,0.554663,1,0,0,0,0
