@relation 'MOA: -C 7'

@attribute a_7 numeric
@attribute a_8 numeric
@attribute class0- {0,1}
@attribute class1- {0,1}
@attribute class2- {0,1}
@attribute class3- {0,1}
@attribute class4- {0,1}
@attribute class5- {0,1}
@attribute class6- {0,1}

@data
0.781504,0.808173,0,1,0,0,0,0,0
0.28343,0.288344,0,0,0,1,1,0,0
0.546543,0.651961,1,0,1,0,0,0,0
0.569014,0.623611,1,0,1,0,0,0,0
0.594668,0.598524,1,0,1,0,0,0,0
0.512359,0.603841,1,0,1,0,0,0,0
0.328949,0.300082,0,0,0,1,1,0,0
0.522869,0.621863,1,0,1,0,0,0,0
0.345541,0.307981,0,0,0,1,1,0,0
0.256926,0.39751,0,0,0,1,1,0,0
0.785796,0.871388,0,1,0,0,0,0,0
0.223465,0.225158,0,0,0,1,1,0,0
0.83616,0.777106,0,1,0,0,0,0,0
0.6323,0.620598,1,0,1,0,0,0,0
0.600076,0.618456,1,0,1,0,0,0,0
0.510892,0.58092,1,0,1,0,0,0,0
0.345367,0.313219,0,0,0,1,1,0,0
0.562735,0.653241,1,0,1,0,0,0,0
0.602983,0.702017,1,0,1,0,0,0,0
0.806875,0.804068,0,1,0,0,0,0,0
0.2281,0.24528,0,0,0,1,1,0,0
0.657415,0.682296,0,0,1,0,0,0,0
0.172618,0.326088,0,0,0,0,1,0,0
0.288409,0.429438,0,0,0,1,0,0,0
0.483799,0.717365,1,0,1,0,0,0,0
0.401841,0.304134,0,0,0,1,0,0,0
0.546059,0.643332,1,0,1,0,0,0,0
0.340115,0.347712,0,0,0,1,1,0,0
0.217901,0.360299,0,0,0,1,1,0,0
0.77088,0.894607,0,1,0,0,0,0,0
0.74087,0.808094,0,1,0,0,0,0,0
0.20575,0.324734,0,0,0,1,1,0,0
0.582318,0.528628,1,0,1,0,0,0,0
0.769642,0.735559,0,1,0,0,0,0,0
0.307709,0.133697,0,0,0,0,1,0,0
0.809157,0.822032,0,1,0,0,0,0,0
0.471808,0.668205,1,0,1,0,0,0,0
0.779383,0.821852,0,1,0,0,0,0,0
0.398136,0.640829,1,0,0,0,0,0,0
0.318169,0.222717,0,0,0,1,1,0,0
0.577912,0.60169,1,0,1,0,0,0,0
0.542323,0.648266,1,0,1,0,0,0,0
0.175685,0.221135,0,0,0,0,1,0,0
0.815197,0.8333,0,1,0,0,0,0,0
0.332426,0.300441,0,0,0,1,1,0,0
0.397752,0.449377,0,0,0,1,0,0,0
0.445843,0.716742,1,0,1,0,0,0,0
0.488263,0.267283,0,0,0,1,0,0,0
0.496365,0.621808,1,0,1,0,0,0,0
0.880405,0.80215,0,1,0,0,0,0,0
0.107972,0.342553,0,0,0,0,1,0,0
0.309411,0.351182,0,0,0,1,1,0,0
0.360822,0.281726,0,0,0,1,1,0,0
0.481079,0.644562,1,0,1,0,0,0,0
0.77456,0.757739,0,1,0,0,0,0,0
0.128376,0.243099,0,0,0,0,1,0,0
0.282473,0.353083,0,0,0,1,1,0,0
0.202501,0.340379,0,0,0,1,1,0,0
0.112136,0.317192,0,0,0,0,1,0,0
0.442313,0.583974,1,0,1,0,0,0,0
0.694125,0.587251,0,0,1,0,0,0,0
0.377751,0.359512,0,0,0,1,0,0,0
0.343308,0.315743,0,0,0,1,1,0,0
0.215154,0.251865,0,0,0,1,1,0,0
0.649392,0.582245,1,0,1,0,0,0,0
0.198917,0.221787,0,0,0,0,1,0,0
0.71127,0.852822,0,1,0,0,0,0,0
0.558874,0.645435,1,0,1,0,0,0,0
0.574865,0.650656,1,0,1,0,0,0,0
0.740904,0.890369,0,1,0,0,0,0,0
0.945279,0.837088,0,1,0,0,0,0,0
0.857059,0.861641,0,1,0,0,0,0,0
0.618066,0.473434,0,0,1,0,0,0,0
0.804016,0.830407,0,1,0,0,0,0,0
0.217649,0.260354,0,0,0,1,1,0,0
0.094014,0.253059,0,0,0,0,1,0,0
0.486067,0.599483,1,0,1,0,0,0,0
0.113672,0.339186,0,0,0,0,1,0,0
0.712497,0.803833,0,1,0,0,0,0,0
0.469075,0.617556,1,0,1,0,0,0,0
0.826422,0.845695,0,1,0,0,0,0,0
0.459875,0.24186,0,0,0,1,0,0,0
0.620584,0.729617,0,0,1,0,0,0,0
0.846771,0.765842,0,1,0,0,0,0,0
0.12038,0.291863,0,0,0,0,1,0,0
0.605208,0.712614,1,0,1,0,0,0,0
0.323939,0.318542,0,0,0,1,1,0,0
0.242572,0.421164,0,0,0,1,0,0,0
0.469969,0.568232,1,0,1,0,0,0,0
0.951575,0.809285,0,1,0,0,0,0,0
0.215575,0.247664,0,0,0,1,1,0,0
0.684978,0.816467,0,1,0,0,0,0,0
0.437754,0.322944,0,0,0,1,0,0,0
0.210249,0.224108,0,0,0,0,1,0,0
0.542915,0.703666,1,0,1,0,0,0,0
0.448748,0.23822,0,0,0,1,0,0,0
0.718128,0.751003,0,1,0,0,0,0,0
0.211214,0.263456,0,0,0,1,1,0,0
0.226972,0.250568,0,0,0,1,1,0,0
0.273722,0.238366,0,0,0,1,1,0,0
0.800767,0.828049,0,1,0,0,0,0,0
0.133019,0.138167,0,0,0,0,1,0,0
0.478744,0.672613,1,0,1,0,0,0,0
0.496025,0.620354,1,0,1,0,0,0,0
0.202893,0.276563,0,0,0,1,1,0,0
0.435693,0.27761,0,0,0,1,0,0,0
0.298426,0.344891,0,0,0,1,1,0,0
0.382339,0.564712,1,0,0,0,0,0,0
0.18977,0.30905,0,0,0,1,1,0,0
0.896482,0.913144,0,1,0,0,0,0,0
0.545115,0.523041,1,0,1,0,0,0,0
0.790713,0.793724,0,1,0,0,0,0,0
0.569192,0.733388,1,0,1,0,0,0,0
0.412672,0.738607,1,0,0,0,0,0,0
0.909758,0.765894,0,1,0,0,0,0,0
0.821545,0.818703,0,1,0,0,0,0,0
0.357668,0.340593,0,0,0,1,0,0,0
0.402771,0.257103,0,0,0,1,0,0,0
0.518977,0.619554,1,0,1,0,0,0,0
0.277101,0.406168,0,0,0,1,1,0,0
0.138425,0.14097,0,0,0,0,1,0,0
0.448057,0.656187,1,0,1,0,0,0,0
0.549756,0.631758,1,0,1,0,0,0,0
0.805627,0.825057,0,1,0,0,0,0,0
0.356036,0.450151,0,0,0,1,0,0,0
0.73666,0.740095,0,1,0,0,0,0,0
0.516516,0.500856,1,0,1,0,0,0,0
0.582379,0.622508,1,0,1,0,0,0,0
0.936824,0.798784,0,1,0,0,0,0,0
0.673794,0.905713,0,1,0,0,0,0,0
0.774073,0.85297,0,1,0,0,0,0,0
0.787243,0.873888,0,1,0,0,0,0,0
0.718318,0.923489,0,1,0,0,0,0,0
0.405631,0.203155,0,0,0,1,0,0,0
0.499644,0.585637,1,0,1,0,0,0,0
0.789096,0.821637,0,1,0,0,0,0,0
0.744537,0.72707,0,1,0,0,0,0,0
0.219324,0.291222,0,0,0,1,1,0,0
0.348308,0.295553,0,0,0,1,1,0,0
0.211798,0.248164,0,0,0,1,1,0,0
0.440499,0.445589,0,0,0,1,0,0,0
0.357035,0.403384,0,0,0,1,0,0,0
0.894638,0.743638,0,1,0,0,0,0,0
0.813862,0.718136,0,1,0,0,0,0,0
0.334105,0.156915,0,0,0,0,1,0,0
0.223406,0.294458,0,0,0,1,1,0,0
0.409492,0.291624,0,0,0,1,0,0,0
0.471477,0.635913,1,0,1,0,0,0,0
0.540336,0.598727,1,0,1,0,0,0,0
0.323157,0.456147,0,0,0,1,0,0,0
0.909158,0.871946,0,1,0,0,0,0,0
0.38051,0.381767,0,0,0,1,0,0,0
0.60286,0.638259,1,0,1,0,0,0,0
0.407754,0.645579,1,0,1,0,0,0,0
0.155525,0.253307,0,0,0,0,1,0,0
0.575052,0.574301,1,0,1,0,0,0,0
0.576921,0.64197,1,0,1,0,0,0,0
0.470084,0.724394,1,0,1,0,0,0,0
0.492288,0.556811,1,0,1,0,0,0,0
0.762149,0.720469,0,1,0,0,0,0,0
0.280389,0.235462,0,0,0,1,1,0,0
0.781871,0.914594,0,1,0,0,0,0,0
0.459371,0.599313,1,0,1,0,0,0,0
0.5442,0.678921,1,0,1,0,0,0,0
0.269446,0.374156,0,0,0,1,1,0,0
0.671605,0.857246,0,1,0,0,0,0,0
0.76384,0.96612,0,1,0,0,0,0,0
0.473591,0.661832,1,0,1,0,0,0,0
0.499311,0.528867,1,0,1,0,0,0,0
0.685272,0.640136,0,0,1,0,0,0,0
0.547774,0.615646,1,0,1,0,0,0,0
0.310899,0.336915,0,0,0,1,1,0,0
0.578985,0.557089,1,0,1,0,0,0,0
0.483543,0.317004,0,0,0,1,0,0,0
0.796006,0.821644,0,1,0,0,0,0,0
0.276984,0.249731,0,0,0,1,1,0,0
0.470271,0.503345,1,0,1,0,0,0,0
0.484389,0.298434,0,0,0,1,0,0,0
0.463183,0.735818,1,0,1,0,0,0,0
0.163122,0.288955,0,0,0,0,1,0,0
0.667234,0.619465,0,0,1,0,0,0,0
0.624602,0.564306,1,0,1,0,0,0,0
0.321448,0.237914,0,0,0,1,1,0,0
0.329685,0.29123,0,0,0,1,1,0,0
0.466739,0.536833,1,0,1,0,0,0,0
0.438105,0.549517,1,0,1,0,0,0,0
0.550242,0.640299,1,0,1,0,0,0,0
0.60179,0.727076,1,0,1,0,0,0,0
0.349351,0.314891,0,0,0,1,1,0,0
0.8286,0.934695,0,1,0,0,0,0,0
0.264624,0.224154,0,0,0,1,1,0,0
0.443875,0.371008,0,0,0,1,0,0,0
0.349608,0.350124,0,0,0,1,0,0,0
0.200461,0.395933,0,0,0,0,1,0,0
0.542823,0.753084,1,0,1,0,0,0,0
0.494,0.62139,1,0,1,0,0,0,0
0.540683,0.661258,1,0,1,0,0,0,0
0.477869,0.681197,1,0,1,0,0,0,0
0.62788,0.703687,1,0,1,0,0,0,0
0.392792,0.324365,0,0,0,1,0,0,0
0.437145,0.546882,1,0,1,0,0,0,0
0.400845,0.6011,1,0,0,0,0,0,0
0.162439,0.23206,0,0,0,0,1,0,0
0.507908,0.615483,1,0,1,0,0,0,0
0.385828,0.335973,0,0,0,1,0,0,0
0.568636,0.624663,1,0,1,0,0,0,0
0.311769,0.422245,0,0,0,1,0,0,0
0.279971,0.315387,0,0,0,1,1,0,0
0.552688,0.607674,1,0,1,0,0,0,0
0.520497,0.600603,1,0,1,0,0,0,0
0.344391,0.167673,0,0,0,1,1,0,0
0.294848,0.396997,0,0,0,1,1,0,0
0.76555,0.69845,0,1,0,0,0,0,0
0.306687,0.264862,0,0,0,1,1,0,0
0.256872,0.132881,0,0,0,0,1,0,0
0.901378,0.839662,0,1,0,0,0,0,0
0.49852,0.619976,1,0,1,0,0,0,0
0.801502,0.829934,0,1,0,0,0,0,0
0.246161,0.27556,0,0,0,1,1,0,0
0.450401,0.651499,1,0,1,0,0,0,0
0.890496,0.822397,0,1,0,0,0,0,0
0.690319,0.892807,0,1,0,0,0,0,0
0.282631,0.309354,0,0,0,1,1,0,0
0.525071,0.532264,1,0,1,0,0,0,0
0.827738,0.936904,0,1,0,0,0,0,0
0.224437,0.348685,0,0,0,1,1,0,0
0.168529,0.251727,0,0,0,0,1,0,0
0.876103,0.812886,0,1,0,0,0,0,0
0.712916,0.724966,0,1,0,0,0,0,0
0.495308,0.622006,1,0,1,0,0,0,0
0.93787,0.854579,0,1,0,0,0,0,0
0.55067,0.749202,1,0,1,0,0,0,0
0.160775,0.3606,0,0,0,0,1,0,0
0.190974,0.410694,0,0,0,0,1,0,0
0.549507,0.622859,1,0,1,0,0,0,0
0.565543,0.661509,1,0,1,0,0,0,0
0.230153,0.208319,0,0,0,0,1,0,0
0.496207,0.60157,1,0,1,0,0,0,0
0.350124,0.312007,0,0,0,1,1,0,0
0.192535,0.249595,0,0,0,0,1,0,0
0.598965,0.568091,1,0,1,0,0,0,0
0.471646,0.620224,1,0,1,0,0,0,0
0.211382,0.380901,0,0,0,1,1,0,0
0.584774,0.58095,1,0,1,0,0,0,0
0.731757,0.79421,0,1,0,0,0,0,0
0.789211,0.86109,0,1,0,0,0,0,0
0.527644,0.654,1,0,1,0,0,0,0
0.370365,0.642011,1,0,0,0,0,0,0
0.522178,0.540863,1,0,1,0,0,0,0
0.56897,0.637031,1,0,1,0,0,0,0
0.81005,0.829994,0,1,0,0,0,0,0
0.905001,0.807704,0,1,0,0,0,0,0
0.862086,0.798449,0,1,0,0,0,0,0
0.873291,0.886119,0,1,0,0,0,0,0
0.47105,0.519558,1,0,1,0,0,0,0
0.28947,0.303784,0,0,0,1,1,0,0
0.559504,0.648555,1,0,1,0,0,0,0
0.228962,0.260237,0,0,0,1,1,0,0
0.25315,0.259161,0,0,0,1,1,0,0
0.49273,0.621674,1,0,1,0,0,0,0
0.49093,0.6056,1,0,1,0,0,0,0
0.579382,0.634913,1,0,1,0,0,0,0
0.335487,0.330335,0,0,0,1,1,0,0
0.634148,0.720557,0,0,1,0,0,0,0
0.395503,0.171576,0,0,0,1,0,0,0
0.254616,0.268597,0,0,0,1,1,0,0
0.750302,0.850068,0,1,0,0,0,0,0
0.527506,0.712969,1,0,1,0,0,0,0
0.590503,0.629396,1,0,1,0,0,0,0
0.608414,0.533902,1,0,1,0,0,0,0
0.503455,0.610058,1,0,1,0,0,0,0
0.80873,0.883657,0,1,0,0,0,0,0
0.539312,0.56562,1,0,1,0,0,0,0
0.231037,0.173448,0,0,0,0,1,0,0
0.145098,0.326937,0,0,0,0,1,0,0
0.261208,0.286237,0,0,0,1,1,0,0
0.509698,0.49754,1,0,1,0,0,0,0
0.479369,0.728607,1,0,1,0,0,0,0
0.782419,0.840707,0,1,0,0,0,0,0
0.439909,0.601253,1,0,1,0,0,0,0
0.500546,0.716849,1,0,1,0,0,0,0
0.497911,0.713098,1,0,1,0,0,0,0
0.221542,0.287436,0,0,0,1,1,0,0
0.514197,0.680183,1,0,1,0,0,0,0
0.784055,0.819945,0,1,0,0,0,0,0
0.210341,0.279148,0,0,0,1,1,0,0
0.375047,0.182288,0,0,0,1,0,0,0
0.290751,0.344372,0,0,0,1,1,0,0
0.161182,0.176398,0,0,0,0,1,0,0
0.868477,0.825992,0,1,0,0,0,0,0
0.41822,0.727098,1,0,0,0,0,0,0
0.353061,0.441585,0,0,0,1,0,0,0
0.364423,0.191133,0,0,0,1,0,0,0
0.563535,0.658311,1,0,1,0,0,0,0
0.315522,0.137153,0,0,0,0,1,0,0
0.659133,0.534238,0,0,1,0,0,0,0
0.30173,0.275909,0,0,0,1,1,0,0
0.652884,0.493203,0,0,1,0,0,0,0
0.367427,0.396974,0,0,0,1,0,0,0
0.355802,0.349163,0,0,0,1,0,0,0
0.361216,0.287676,0,0,0,1,1,0,0
0.503395,0.548769,1,0,1,0,0,0,0
0.465008,0.515027,1,0,1,0,0,0,0
0.078829,0.198268,0,0,0,0,1,0,0
0.496761,0.615564,1,0,1,0,0,0,0
0.466786,0.234348,0,0,0,1,0,0,0
0.309352,0.271701,0,0,0,1,1,0,0
0.3006,0.294621,0,0,0,1,1,0,0
0.373968,0.271922,0,0,0,1,1,0,0
0.8403,0.829084,0,1,0,0,0,0,0
0.341732,0.341809,0,0,0,1,1,0,0
0.585082,0.605826,1,0,1,0,0,0,0
0.535117,0.624099,1,0,1,0,0,0,0
0.561388,0.655428,1,0,1,0,0,0,0
0.523462,0.620785,1,0,1,0,0,0,0
0.561577,0.620611,1,0,1,0,0,0,0
0.679277,0.865373,0,1,0,0,0,0,0
0.378862,0.299431,0,0,0,1,0,0,0
0.329515,0.427087,0,0,0,1,0,0,0
0.55227,0.634099,1,0,1,0,0,0,0
0.519864,0.586241,1,0,1,0,0,0,0
0.526289,0.589891,1,0,1,0,0,0,0
0.482732,0.604026,1,0,1,0,0,0,0
0.278642,0.35534,0,0,0,1,1,0,0
0.455607,0.263041,0,0,0,1,0,0,0
0.418837,0.23761,0,0,0,1,0,0,0
0.171952,0.348248,0,0,0,0,1,0,0
0.922079,0.890196,0,1,0,0,0,0,0
0.426138,0.306381,0,0,0,1,0,0,0
0.614884,0.647869,1,0,1,0,0,0,0
0.938244,0.883329,0,1,0,0,0,0,0
0.575562,0.634658,1,0,1,0,0,0,0
0.252871,0.372821,0,0,0,1,1,0,0
0.799021,0.826863,0,1,0,0,0,0,0
0.545537,0.638683,1,0,1,0,0,0,0
0.77352,0.806302,0,1,0,0,0,0,0
0.611137,0.649234,1,0,1,0,0,0,0
0.510542,0.611539,1,0,1,0,0,0,0
0.460448,0.669373,1,0,1,0,0,0,0
0.772629,0.851332,0,1,0,0,0,0,0
0.315768,0.276756,0,0,0,1,1,0,0
0.814102,0.939712,0,1,0,0,0,0,0
0.322668,0.394432,0,0,0,1,0,0,0
0.785544,0.808648,0,1,0,0,0,0,0
0.314878,0.189852,0,0,0,1,1,0,0
0.513747,0.730331,1,0,1,0,0,0,0
0.259708,0.181658,0,0,0,0,1,0,0
0.477901,0.631537,1,0,1,0,0,0,0
0.550784,0.571669,1,0,1,0,0,0,0
0.542898,0.534948,1,0,1,0,0,0,0
0.518049,0.599183,1,0,1,0,0,0,0
0.673508,0.77129,0,1,0,0,0,0,0
0.486112,0.692903,1,0,1,0,0,0,0
0.805745,0.828564,0,1,0,0,0,0,0
0.495435,0.637937,1,0,1,0,0,0,0
0.138098,0.14521,0,0,0,0,1,0,0
0.644352,0.683032,0,0,1,0,0,0,0
0.372858,0.710524,1,0,0,0,0,0,0
0.574947,0.608831,1,0,1,0,0,0,0
0.656147,0.703579,0,0,1,0,0,0,0
0.189377,0.249546,0,0,0,0,1,0,0
0.825089,0.873482,0,1,0,0,0,0,0
0.237923,0.228605,0,0,0,1,1,0,0
0.50064,0.68308,1,0,1,0,0,0,0
0.602947,0.670071,1,0,1,0,0,0,0
0.299157,0.217105,0,0,0,1,1,0,0
0.798773,0.827992,0,1,0,0,0,0,0
0.165994,0.36624,0,0,0,0,1,0,0
0.533819,0.619995,1,0,1,0,0,0,0
0.473328,0.644979,1,0,1,0,0,0,0
0.459101,0.623933,1,0,1,0,0,0,0
0.515862,0.536472,1,0,1,0,0,0,0
0.458766,0.618524,1,0,1,0,0,0,0
0.472321,0.664196,1,0,1,0,0,0,0
0.36097,0.221697,0,0,0,1,1,0,0
0.5369,0.560612,1,0,1,0,0,0,0
0.223662,0.131447,0,0,0,0,1,0,0
0.492478,0.721525,1,0,1,0,0,0,0
0.191221,0.303462,0,0,0,1,1,0,0
0.516851,0.560131,1,0,1,0,0,0,0
0.372216,0.345355,0,0,0,1,0,0,0
0.762167,0.847367,0,1,0,0,0,0,0
0.713045,0.842289,0,1,0,0,0,0,0
0.485917,0.612405,1,0,1,0,0,0,0
0.329933,0.214837,0,0,0,1,1,0,0
0.455502,0.700436,1,0,1,0,0,0,0
0.240982,0.173105,0,0,0,0,1,0,0
0.344591,0.305311,0,0,0,1,1,0,0
0.220761,0.265722,0,0,0,1,1,0,0
0.169954,0.28647,0,0,0,0,1,0,0
0.410596,0.727513,1,0,0,0,0,0,0
0.286991,0.312367,0,0,0,1,1,0,0
0.552969,0.484517,1,0,1,0,0,0,0
0.274902,0.305236,0,0,0,1,1,0,0
0.363886,0.314374,0,0,0,1,1,0,0
0.675946,0.611086,0,0,1,0,0,0,0
0.764176,0.85042,0,1,0,0,0,0,0
0.508419,0.510535,1,0,1,0,0,0,0
0.209086,0.264406,0,0,0,1,1,0,0
0.765605,0.787061,0,1,0,0,0,0,0
0.294209,0.316496,0,0,0,1,1,0,0
0.745363,0.927593,0,1,0,0,0,0,0
0.429993,0.229191,0,0,0,1,0,0,0
0.44177,0.590067,1,0,1,0,0,0,0
0.217712,0.260832,0,0,0,1,1,0,0
0.516438,0.738421,1,0,1,0,0,0,0
0.151019,0.153581,0,0,0,0,1,0,0
0.322914,0.334196,0,0,0,1,1,0,0
0.664559,0.55174,0,0,1,0,0,0,0
0.454649,0.637916,1,0,1,0,0,0,0
0.557798,0.617086,1,0,1,0,0,0,0
0.792844,0.829188,0,1,0,0,0,0,0
0.467839,0.324299,0,0,0,1,0,0,0
0.164585,0.213834,0,0,0,0,1,0,0
0.867323,0.877668,0,1,0,0,0,0,0
0.818391,0.733528,0,1,0,0,0,0,0
0.24692,0.178024,0,0,0,0,1,0,0
0.329909,0.224629,0,0,0,1,1,0,0
0.347838,0.358929,0,0,0,1,0,0,0
0.249449,0.267335,0,0,0,1,1,0,0
0.764129,0.747839,0,1,0,0,0,0,0
0.778725,0.802944,0,1,0,0,0,0,0
0.381797,0.319567,0,0,0,1,0,0,0
0.809185,0.812268,0,1,0,0,0,0,0
0.220807,0.400007,0,0,0,1,1,0,0
0.509397,0.615344,1,0,1,0,0,0,0
0.491687,0.688852,1,0,1,0,0,0,0
0.500125,0.61532,1,0,1,0,0,0,0
0.501494,0.586529,1,0,1,0,0,0,0
0.548158,0.617068,1,0,1,0,0,0,0
0.52114,0.664334,1,0,1,0,0,0,0
0.190328,0.271246,0,0,0,0,1,0,0
0.173125,0.195501,0,0,0,0,1,0,0
0.435848,0.671124,1,0,1,0,0,0,0
0.865472,0.846463,0,1,0,0,0,0,0
0.303305,0.187416,0,0,0,1,1,0,0
0.814468,0.838205,0,1,0,0,0,0,0
0.591835,0.568269,1,0,1,0,0,0,0
0.556605,0.495401,1,0,1,0,0,0,0
0.252803,0.40526,0,0,0,1,1,0,0
0.805719,0.82563,0,1,0,0,0,0,0
0.222271,0.304706,0,0,0,1,1,0,0
0.796859,0.823074,0,1,0,0,0,0,0
0.095929,0.168821,0,0,0,0,1,0,0
0.249487,0.429865,0,0,0,1,0,0,0
0.22815,0.135239,0,0,0,0,1,0,0
0.598278,0.607392,1,0,1,0,0,0,0
0.348842,0.307593,0,0,0,1,1,0,0
0.40647,0.348231,0,0,0,1,0,0,0
0.430459,0.258365,0,0,0,1,0,0,0
0.610491,0.524429,1,0,1,0,0,0,0
0.433524,0.49367,1,0,0,0,0,0,0
0.192886,0.369562,0,0,0,1,1,0,0
0.333765,0.177419,0,0,0,1,1,0,0
0.249082,0.361267,0,0,0,1,1,0,0
0.830588,0.754531,0,1,0,0,0,0,0
0.212853,0.342136,0,0,0,1,1,0,0
0.252115,0.277232,0,0,0,1,1,0,0
0.211573,0.276292,0,0,0,1,1,0,0
0.343233,0.301599,0,0,0,1,1,0,0
0.397879,0.281671,0,0,0,1,0,0,0
0.335633,0.272231,0,0,0,1,1,0,0
0.785923,0.839876,0,1,0,0,0,0,0
0.462443,0.577616,1,0,1,0,0,0,0
0.550869,0.569423,1,0,1,0,0,0,0
0.488471,0.529288,1,0,1,0,0,0,0
0.780441,0.9104,0,1,0,0,0,0,0
0.32828,0.331152,0,0,0,1,1,0,0
0.835284,0.881514,0,1,0,0,0,0,0
0.382962,0.435144,0,0,0,1,0,0,0
0.185686,0.27075,0,0,0,0,1,0,0
0.208097,0.287064,0,0,0,1,1,0,0
0.27308,0.312589,0,0,0,1,1,0,0
0.21619,0.26101,0,0,0,1,1,0,0
0.179034,0.398474,0,0,0,0,1,0,0
0.191452,0.160647,0,0,0,0,1,0,0
0.570926,0.581576,1,0,1,0,0,0,0
0.813107,0.954077,0,1,0,0,0,0,0
0.455865,0.621162,1,0,1,0,0,0,0
0.564017,0.617068,1,0,1,0,0,0,0
0.233909,0.192018,0,0,0,0,1,0,0
0.439393,0.630669,1,0,1,0,0,0,0
0.848744,0.863044,0,1,0,0,0,0,0
0.233517,0.364229,0,0,0,1,1,0,0
0.422041,0.752892,1,0,0,0,0,0,0
0.589873,0.731855,1,0,1,0,0,0,0
0.589503,0.544582,1,0,1,0,0,0,0
0.798413,0.948336,0,1,0,0,0,0,0
0.572131,0.598634,1,0,1,0,0,0,0
0.804648,0.832154,0,1,0,0,0,0,0
0.252346,0.27885,0,0,0,1,1,0,0
0.412492,0.418209,0,0,0,1,0,0,0
0.179137,0.255062,0,0,0,0,1,0,0
0.688423,0.913457,0,1,0,0,0,0,0
0.213696,0.261853,0,0,0,1,1,0,0
0.24515,0.175116,0,0,0,0,1,0,0
0.478914,0.496656,1,0,1,0,0,0,0
0.75931,0.673591,0,1,0,0,0,0,0
0.142658,0.136017,0,0,0,0,1,0,0
0.412732,0.379676,0,0,0,1,0,0,0
0.583926,0.596177,1,0,1,0,0,0,0
0.556329,0.628642,1,0,1,0,0,0,0
0.929123,0.796787,0,1,0,0,0,0,0
0.902647,0.903707,0,1,0,0,0,0,0
0.590432,0.702735,1,0,1,0,0,0,0
0.930007,0.765029,0,1,0,0,0,0,0
0.351305,0.343315,0,0,0,1,1,0,0
0.45889,0.576144,1,0,1,0,0,0,0
0.471998,0.627269,1,0,1,0,0,0,0
0.196173,0.362006,0,0,0,1,1,0,0
0.574472,0.680424,1,0,1,0,0,0,0
0.254039,0.28573,0,0,0,1,1,0,0
0.900873,0.839055,0,1,0,0,0,0,0
0.403828,0.292657,0,0,0,1,0,0,0
0.893208,0.765569,0,1,0,0,0,0,0
0.53368,0.575392,1,0,1,0,0,0,0
0.597762,0.673732,1,0,1,0,0,0,0
0.450275,0.476195,1,0,0,0,0,0,0
0.5345,0.600614,1,0,1,0,0,0,0
0.639788,0.682037,1,0,1,0,0,0,0
0.774737,0.896098,0,1,0,0,0,0,0
0.910226,0.844199,0,1,0,0,0,0,0
0.572616,0.63614,1,0,1,0,0,0,0
0.440376,0.622573,1,0,1,0,0,0,0
0.18172,0.251163,0,0,0,0,1,0,0
0.210749,0.407251,0,0,0,1,1,0,0
0.706092,0.92275,0,1,0,0,0,0,0
0.671957,0.538178,0,0,1,0,0,0,0
0.366864,0.318457,0,0,0,1,0,0,0
0.795255,0.797396,0,1,0,0,0,0,0
0.607166,0.652395,1,0,1,0,0,0,0
0.553879,0.599114,1,0,1,0,0,0,0
0.48518,0.66322,1,0,1,0,0,0,0
0.44421,0.198762,0,0,0,1,0,0,0
0.235248,0.430013,0,0,0,1,0,0,0
0.894463,0.786834,0,1,0,0,0,0,0
0.527761,0.640147,1,0,1,0,0,0,0
0.591067,0.588143,1,0,1,0,0,0,0
0.335696,0.355449,0,0,0,1,1,0,0
0.353124,0.561061,1,0,0,0,0,0,0
0.389247,0.416355,0,0,0,1,0,0,0
0.384183,0.336601,0,0,0,1,0,0,0
0.31869,0.162204,0,0,0,0,1,0,0
0.47911,0.377978,0,0,0,1,0,0,0
0.435517,0.612168,1,0,1,0,0,0,0
0.753455,0.820104,0,1,0,0,0,0,0
0.456895,0.714975,1,0,1,0,0,0,0
0.217204,0.27625,0,0,0,1,1,0,0
0.455252,0.574578,1,0,1,0,0,0,0
0.266729,0.214245,0,0,0,1,1,0,0
0.215696,0.229064,0,0,0,1,1,0,0
0.248935,0.223648,0,0,0,1,1,0,0
0.581538,0.552684,1,0,1,0,0,0,0
0.577466,0.590725,1,0,1,0,0,0,0
0.794976,0.817123,0,1,0,0,0,0,0
0.265476,0.255754,0,0,0,1,1,0,0
0.366185,0.313961,0,0,0,1,1,0,0
0.27008,0.290538,0,0,0,1,1,0,0
0.410518,0.239768,0,0,0,1,0,0,0
0.217646,0.279476,0,0,0,1,1,0,0
0.495789,0.270176,0,0,0,1,0,0,0
0.512681,0.697297,1,0,1,0,0,0,0
0.419865,0.368698,0,0,0,1,0,0,0
0.280882,0.261152,0,0,0,1,1,0,0
0.285813,0.14767,0,0,0,0,1,0,0
0.661205,0.592434,0,0,1,0,0,0,0
0.202104,0.198806,0,0,0,0,1,0,0
0.239933,0.290974,0,0,0,1,1,0,0
0.771329,0.82908,0,1,0,0,0,0,0
0.491736,0.549912,1,0,1,0,0,0,0
0.218834,0.237107,0,0,0,1,1,0,0
0.216627,0.261193,0,0,0,1,1,0,0
0.443188,0.672235,1,0,1,0,0,0,0
0.177611,0.234516,0,0,0,0,1,0,0
0.520337,0.657004,1,0,1,0,0,0,0
0.584882,0.547542,1,0,1,0,0,0,0
0.808536,0.737811,0,1,0,0,0,0,0
